Isolate,Vancomycin,Streptomycin,Macrolide,Chloramphenicol,Amikacin/Gentamicin/Kanamycin/Tobramycin,Florfenicol/Oxazolidinone,Chloramphenicol/Florfenicol,Amikacin/Kanamycin,Other antimicrobial,Tetracycline,Lincosamide/Macrolide/Streptogramin,Lincosamides,Lincosamide/Streptogramin,Other aminoglycoside resistance (non-RMT),Trimethoprim,Fosfomycin,Quinolone,Amikacin/Kanamycin/Tobramycin,Streptogramin
NZ_LT598665.1,,,,,,,,,,,,,,,,,,,
NZ_LT598664.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP018069.1,,,,,,,,,,,,,,,,,,,
NZ_CP018068.1,,,,,,,,,,,,,,,,,,,
NZ_CP018067.1,,,,,,,,,,,,,,,,,,,
NZ_CP018066.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP014535.1,,,,,,,,,,,,,,,dfrG,,,,
NZ_CP014534.1,,,,,,,,,,,,,,,,,,,
NZ_CP014533.1,,,,,,,,,,,,,,,,,,,
NZ_CP014532.1,,,,,,,,,,,,,,,,,,,
NZ_CP014531.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanZ-A^",,,,,,,,,,,,,,,,,,
NZ_CP014530.1,,,,,,,,,,,,,,,,,,,
NZ_CP015123.1,,,,,,,,,,,,,,,,,,,
NZ_CP011285.1,,,,,,,,,,,,,,,,,,,
NZ_CP011284.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia*,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP011283.1,,,,,,,,,,,,,,,,,,,
NZ_CP011282.1,,,,,,,,,,,,,,,,,,,
NZ_CP013996.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_CP013995.1,,,,,,,,,,,,,,,,,,,
NZ_CP046079.1,,,,,,,,,,,,,,,,,,,
NZ_CP046078.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A",,erm(B),,,,,,,,,,,,,,,,
NZ_CP046076.1,,,,,aac(6')-Ie/aph(2'')-Ia,,,,,"tet(L),tet(M)",,,,,,,,,
NZ_CP046075.1,,,,,,,,,,,,,,,,,,,
NZ_CP046074.1,,,,,,,,,,,,,,,,,,,
NZ_MT261365.1,,,,,,optrA*,fexA*,,,,,,,,,,,,
NZ_CP006031.1,,,,,,,,,,,,,,,,,,,
NZ_CP064349.1,,,,,,,,,,,,,,,,,,,
NZ_CP064347.1,,,,,,,,,,,,,,,,,,,
NZ_CP064346.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
NZ_CP064345.1,,,,,,,,,,tet(M)*,,,,,,,,,
NZ_CP064344.1,,,erm(B)*,,,,,,,,,,,,,,,,
NZ_MW207670.1,,,,,,optrA*,fexA*,,,,,,,,,,,,
NZ_MW207671.1,,,poxtA,,,,,,,"tet(L)*,tet(M)",,,,,,,,,
NZ_MW207668.1,,,poxtA,,,,,,,"tet(L),tet(M)",,,,,,,,,
NZ_MW207677.1,,,poxtA,,,,,,,"tet(L)*,tet(M)",,,,,,,,,
NZ_MW207676.1,,,poxtA,,,,,,,"tet(L)*,tet(M)",,,,,,,,,
NZ_MW207675.1,,ant(6)-Ia,erm(B),catA*,,optrA*,,aph(3')-IIIa,sat4,,,lnu(B),lsa(E),spw,,,,,
NZ_CP099980.1,,,,,,,,,,,,,,,,,,,
NZ_CP045603.1,,,,,,,,,,,,,,,,,,,
NZ_CP064053.1,,,,,,,,,,,,,,,,,,,
NZ_CP064052.1,,ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,,,lnu(B),,,,,,,
NZ_CP064051.1,,,,,,,,,,,,,,,,,,,
NZ_CP064050.1,,,,,,,,,,,,,,,,,,,
NZ_CP112865.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia*,erm(B),,aac(6')-Ie/aph(2'')-Ia,,,,sat4,,,,,,,,,,
NZ_CP112864.1,,,,,,,,,,,,,,,,,,,
NZ_CP112863.1,,,,,,,,,,,,,,,,,,,
NC_010330.1,,,,,,,,,,,,,,,,,,,
NZ_CP110295.1,,,,cat-TC^,,,,,,"tet(L),tet(M)",,,,,,,,,
NZ_CP110361.1,,,"erm(B),poxtA",,,,,,,"tet(L)*,tet(M)",,,,,,,,,
NZ_CP096051.1,,"ant(6)-Ia,ant(6)-Ia^",erm(B),catA*,aac(6')-Ie/aph(2'')-Ia,optrA*,,aph(3')-IIIa,sat4,,,lnu(B),lsa(E),spw,dfrG,,,,
NZ_CP096052.1,,"ant(6)-Ia,ant(6)-Ia^",erm(B),,aac(6')-Ie/aph(2'')-Ia,optrA*,,aph(3')-IIIa,sat4,,,lnu(B),lsa(E),spw,,,,,
NZ_CP085905.1,,,,,,,,,,,,,,,,,,,
NZ_CP085904.1,,,,,,,,,,,,,,,,,,,
NZ_CP085903.1,,,,,,,,,,,,,,,,,,,
NZ_CP085902.1,,,,,,,,,,,,,,,,,,,
NZ_CP085901.1,,,,,,,,,,,,,,,,,,,
NZ_CP085900.1,,,,,,,,,,,,,,,,,,,
NZ_CP085899.1,,,,,,,,,,,,,,,,,,,
NZ_CP085898.1,,,,,,,,,,,,,,,,,,,
NZ_CP085897.1,,,,,,,,,,,,,,,,,,,
NZ_CP085896.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_CP085895.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP085917.1,,,,,,,,,,,,,,,,,,,
NZ_CP085916.1,,,,,,,,,,,,,,,,,,,
NZ_CP085915.1,,,,,,,,,,,,,,,,,,,
NZ_CP085914.1,,,,,,,,,,,,,,,,,,,
NZ_CP085912.1,,,,,,,,,,,,,,,,,,,
NZ_CP085911.1,,,,,,,,,,,,,,,,,,,
NZ_CP085910.1,,,,,,,,,,,,,,,,,,,
NZ_CP085909.1,,,,,,,,,,,,,,,,,,,
NZ_CP085908.1,"vanA,vanH-A*,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_CP085907.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP038176.1,,ant(6)-Ia,"erm(B),poxtA*",,,,,aph(3')-IIIa,,"tet(L)*,tet(M)*",,,,,dfrG,,,,
NZ_CP028728.1,,,"erm(B),erm(B)*",,,optrA*,fexA*,aph(3')-IIIa,,,cfr,,,ant(9)-Ia,,,,,
NZ_CP091103.1,,ant(6)-Ia,erm(B),,aac(6')-Ie/aph(2'')-Ia,,,,sat4^,,,,,,,,,,
NZ_CP091102.1,,,erm(B),,,optrA*,fexA*,,,,,,,,,fosB3,,,
NZ_CP091101.1,,,poxtA,,,,,,,"tet(L)*,tet(M)",,,,,,,,,
NZ_CP068246.1,,,"erm(B),poxtA",,,,,,,"tet(L)*,tet(M)",,,,,dfrG,,,,vat(E)
NZ_CP068245.1,,"ant(6)-Ia,ant(6)-Ia^",erm(B),,aac(6')-Ie/aph(2'')-Ia,,,aph(3')-IIIa,sat4,,,lnu(B),lsa(E),spw,,,,,
NZ_CP033212.1,,,,,,,,,,,,,,,,,,,
NZ_CP033211.1,,,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_CP033210.1,,,,,,,,,,,,,,,,,,,
NZ_CP033209.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
NZ_CP033208.1,,,,,,,,,,,,,,,,,,,
NZ_CP033207.1,,,,,,,,,,,,,,,,,,,
NZ_CP011831.1,,,,,,,,,,,,,,,,,,,
NZ_CP011830.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa*,sat4,"tet(L),tet(M)*",,,,,,,,,
NZ_CP011829.1,,,,,,,,,,,,,,,,,,,
NZ_AP026659.1,,,,,,,,,,,,,,,,,,,
NZ_AP026658.1,,,,,,,,,,,,,,,,,,,
NZ_AP026657.1,,,,,,,,,,,,,,,,,,,
NZ_AP026656.1,,,,,,,,,,,,,,,,,,,
NZ_AP026603.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_AP026602.1,,,,,,,,,,,,,,,,,,,
NZ_AP026572.1,,,,,,,,,,,,,,,,,,,
NZ_AP026571.1,,,,,,,,,,,,,,,,,,,
NZ_AP026570.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_AP026569.1,,,,,,,,,,,,,,,dfrG*,,,,
NZ_AP026568.1,,,,,,,,,,,,,,,,,,,
NZ_AP026567.1,,,,,,,,,,,,,,,,,,,
NZ_AP026670.1,,,,,,,,,,,,,,,,,,,
NZ_AP026669.1,,,,,,,,,,,,,,,,,,,
NZ_AP026667.1,,,,,,,,,,,,,,,,,,,
NZ_AP026616.1,,,,,,,,,,,,,,,,,,,
NZ_AP026615.1,,,,,,,,,,,,,,,,,,,
NZ_AP026614.1,,,,,,,,,,,,,,,,,,,
NZ_AP026613.1,"vanB,vanH-B,vanR-B*,vanS-B,vanW-B,vanX-B,vanY-B",ant(6)-Ia^,erm(B)*,,,,,,,,,,,,,,,,
NZ_AP026611.1,,,,,,,,,,,,,,,,,,,
NZ_AP026610.1,,,,,,,,,,,,,,,,,,,
NZ_AP026609.1,,,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_AP026608.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,,,,,,,,,,,,,,,,,
NZ_AP026607.1,,,,,,,,,,,,,,,,,,,
NZ_AP026606.1,,,,,,,,,,,,,,,,,,,
NZ_AP026605.1,,,,,,,,,,,,,,,,,,,
NZ_AP026665.1,,,,,,,,,,,,,,,,,,,
NZ_AP026664.1,,,,,,,,,,,,,,,,,,,
NZ_AP026663.1,,,,,,,,,,,,,,,,,,,
NZ_AP026661.1,,,,,,,,,,,,,,,,,,,
NZ_CP083180.1,,,,,,,,,,,,,,,,,,,
NZ_CP027505.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,erm(B)*,,,,,,,,,,,,,,,,
NZ_CP027504.1,,ant(6)-Ia,,,,,,aph(3')-IIIa,sat4,tet(S),,,,,,,,,
NZ_CP027503.1,,,,,,,,,,,,,,,,,,,
NZ_CP027502.1,,,,,,,,,,,,,,,,,,,
NZ_CP027511.1,,,,,,,,,,,,,,,,,,,
NZ_CP027510.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP027509.1,,ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_CP027508.1,,,,,,,,,,,,,,,,,,,
NZ_CP027507.1,,,,,,,,,,,,,,,,,,,
NZ_CP027500.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*",,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_CP027499.1,,,,,,,,,,,,,,,,,,,
NZ_CP027498.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP027519.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B),catA,,,,,,,,,,,,,,,
NZ_CP027518.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP027516.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP027515.1,,,,,,,,,,,,,,,,,,,
NZ_CP027514.1,,,,,,,,,,,,,,,,,,,
NZ_CP027513.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP025756.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP025755.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia*,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP023800.1,,,,,,,,,,,,,,,,,,,
NZ_CP023793.1,,,,,,,,,,,,,,,,,,,
NZ_CP023792.1,,,,,,,,,,,,,,,,,,,
NZ_CP023791.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia*,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP023790.1,,,,,,,,,,,,,,,,,,,
NZ_CP023785.1,,,,,,,,,,,,,,,,,,,
NZ_CP023812.1,,,,,,,,,,,,,,,,,,,
NZ_CP023811.1,,,,,,,,,,,,,,,,,,,
NZ_CP023809.1,,,,,,,,,,,,,,,,,,,
NZ_CP023805.1,,,,,,,,,,,,,,,,,,,
NZ_CP023798.1,,,,,,,,,,,,,,,,,,,
NZ_CP023795.1,,,,,,,,,,,,,,,,,,,
NZ_CP025427.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_CP025426.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_AP026779.1,,,,,,,,,,,,,,,,,,,
NZ_AP026778.1,,,,,,,,,,,,,,,,,,,
NZ_AP026777.1,,,,,,,,,,,,,,,,,,,
NZ_AP026776.1,,,erm(B),catA,,,,,,"tet(L),tet(M)",,,,,,,,,
NZ_AP026775.1,"vanA*,vanH-A,vanR-A*,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
NZ_AP026774.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_AP026773.1,"vanA*,vanH-A,vanR-A,vanS-A*,vanY-A*,vanX-A*,vanZ-A^",,"erm(B),poxtA2",,,,fexA*,,,,cfr(D)*,,,,,fosB3,,,
NZ_CP109842.1,,,,,,,,,,,,,,,,,,,
NZ_CP109841.1,,"ant(6)-Ia,ant(6)-Ia^",erm(B),,aac(6')-Ie/aph(2'')-Ia,,,aph(3')-IIIa,sat4,,,lnu(B),lsa(E),spw,,,,,
NZ_CP109840.1,,,erm(B),,,optrA*,fexA*,,,,,,,,,,,,
NZ_CP109838.1,,,"erm(B),poxtA",,,,,,,"tet(M),tet(L)^",,,,,dfrG,,,,vat(E)
NZ_CP109800.1,,"ant(6)-Ia,ant(6)-Ia^",erm(B),,aac(6')-Ie/aph(2'')-Ia,,,aph(3')-IIIa,sat4,,,lnu(B),lsa(E),spw,dfrG,,,,
NZ_CP109799.1,,,"poxtA,poxtA^",,,,,,,"tet(L)*,tet(M)",,,,,,,,,
NZ_CP027401.1,,,,,,,,,,tet(M),,,,,,,,,
NZ_CP044273.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP044272.1,,,,,,,,,,,,,,,,,,,
NZ_CP044271.1,,,,,,,,,,,,,,,,,,,
NZ_CP044270.1,,,,,,,,,,,,,,,,,,,
NZ_CP044269.1,,,,,,,,,,,,,,,,,,,
NZ_CP044268.1,,,,,,,,,,,,,,,,,,,
NZ_CP044267.1,,,,,,,,,,,,,,,,,,,
NZ_CP044266.1,"vanA*,vanH-A,vanR-A,vanS-A*,vanX-A,vanY-A,vanZ-A",,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP044265.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP044282.1,,,,,,,,,,,,,,,,,,,
NZ_CP044281.1,,,,,,,,,,,,,,,,,,,
NZ_CP044280.1,,,,,,,,,,,,,,,,,,,
NZ_CP044279.1,,,,,,,,,,,,,,,,,,,
NZ_CP044278.1,,,,,,,,,,,,,,,,,,,
NZ_CP044277.1,,,,,,,,,,,,,,,,,,,
NZ_CP044276.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP044275.1,,,,,,,,,,,,,,,,,,,
NZ_CP059783.1,,,,,,,,,,,,,,,,,,,
NZ_CP059773.1,,,"erm(B),erm(B)*",,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP059780.1,,,,,,,,,,,,,,,,,,,
NZ_CP059779.1,,,,,,,,,,,,,,,,,,,
NZ_CP059781.1,,,,,,,,,,,,,,,,,,,
NZ_CP059776.1,,,,,,,,,,,,,,,,,,,
NZ_CP059775.1,,,,,,,,,,tet(S),,,,,,,,,
NZ_CP059782.1,,,,,,,,,,,,,,,,,,,
NZ_CP083929.1,,,,,,,,,,,,,,,,,,,
NZ_CP083928.1,,,,,,,,,,,,,,,,,,,
NZ_CP083927.1,,,,,,,,,,,,,,,,,,,
NZ_CP083926.1,,,,,,,,,,,,,,,,,,,
NZ_CP083925.1,,,,,,,,,,,,,,,,,,,
NZ_CP083924.1,,,,,,,,,,,,,,,,,,,
NZ_CP083923.1,,,,,,,,,,,,,,,,,,,
NZ_CP083922.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B),catA,,,,,,,,,,,,,,,
NZ_CP083921.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP083919.1,,,,,,,,,,,,,,,,,,,
NZ_CP083917.1,,,,,,,,,,,,,,,,,,,
NZ_CP083916.1,,,,,,,,,,,,,,,,,,,
NZ_CP083914.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B),catA,,,,,,,,,,,,,,,
NZ_CP083913.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP083476.1,,,,,,,,,,,,,,,,,,,
NZ_CP083475.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A*",,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_CP083474.1,,,,,,,,,,,,,,,,,,,
NZ_AP024836.1,,,,,,,,,,,,,,,,,,,
NZ_AP024835.1,,,,,,,,,,,,,,,,,,,
NZ_AP024834.1,,,,,,,,,,,,,,,,,,,
NZ_AP024833.1,,,,,,,,,,tet(M),,,,,,,,,
NZ_AP024832.1,,,,,,,,,,,,,,,,,,,
NZ_AP024843.1,,,,,,,,,,,,,,,,,,,
NZ_AP024842.1,,,,,,,,,,,,,,,,,,,
NZ_AP024841.1,,,,,,,,,,,,,,,,,,,
NZ_AP024840.1,,,,,,,,,,,,,,,,,,,
NZ_AP024839.1,,,,,,,,,,tet(M),,,,,,,,,
NZ_AP024838.1,,ant(6)-Ia,erm(B)*,,,,,,,,,,,,,,,,
NZ_CP042835.1,,,,,,,,,,,,,,,,,,,
NZ_CP042833.1,,,,,,,,,,,,,,,,,,,
NZ_MT501398.1,,,,,,,,,,,,,,,,,,,
NZ_MT074686.1,,"ant(6)-Ia,ant(6)-Ia^",erm(B),,aac(6')-Ie/aph(2'')-Ia,,,aph(3')-IIIa,"emtA*,sat4",,,lnu(B),lsa(E),spw,dfrG,,,,
NZ_MT074684.1,,,poxtA,,,,,,,,,,,,,,,,
NZ_MT074685.1,,,poxtA,,,,,,,,,,,,,,,,
NZ_MN831413.1,,,erm(B),,,optrA*,,,,,cfr(D),,,,,,,,
NZ_MN831411.1,,,poxtA,,,,,,,"tet(L)*,tet(M)",,,,,,,,,
NZ_MK465703.1,,"ant(6)-Ia,ant(6)-Ia^",erm(B),catA*,aac(6')-Ie/aph(2'')-Ia,,,aph(3')-IIIa,sat4,"tet(L),tet(M)",,lnu(B),lsa(E),spw,dfrG*,,,,
NZ_MK465704.1,,"ant(6)-Ia,ant(6)-Ia^","erm(B),erm(B)*",,aac(6')-Ie/aph(2'')-Ia,optrA*,fexA*,aph(3')-IIIa,sat4,"tet(L),tet(M)",,lnu(B),lsa(E),spw,dfrG*,,,,
NZ_CP041258.1,,ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,,,lnu(B),,,,,,,
NZ_CP041256.1,,,,,,,,,,,,,,,,,,,
NZ_CP041255.1,,,,,,,,,,,,,,,,,,,
NZ_CP041254.1,,,,,,,,,,,,,,,,,,,
NZ_CP074110.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,,,,,,,,,,,,,,,,,
NZ_CP074106.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,,,,,,,,,,,,,,,,,
NZ_CP074108.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,,,,,,,,,,,,,,,,,
NC_020554.1,,,,,,,,,,,,,,,,,,,
NC_015849.1,,,,,,,,,,,,,,,,,,,
NC_013317.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
NC_010291.1,,,,,,,,,,,,,,,,,,,
NC_010290.1,,,,,,,,,,,,,,,,,,,
AP026654.1,,,,,,,,,,,,,,,,,,,
AP026653.1,,,erm(B)*,,,,,aph(3')-IIIa,,tet(L),,,,,,,,,
AP026652.1,,,,,,,,,,,,,,,,,,,
AP026651.1,,,,,,,,,,tet(M)*,,,,,,,,,
AP026649.1,,,,,,,,,,,,,,,,,,,
AP026648.1,,,,,,,,,,,,,,,,,,,
AP026647.1,,,,,,,,,,,,,,,,,,,
AP026646.1,,,,,,,,,,,,,,,,,,,
AP026645.1,,,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
AP026644.1,,,,,,,,,,,,,,,,,,,
AP026643.1,,,,,,,,,,,,,,,,,,,
AP026642.1,"vanB,vanH-B,vanR-B*,vanS-B*,vanW-B*,vanX-B,vanY-B",,,,,,,,,,,,,,,,,,
AP026640.1,,,,,,,,,,,,,,,,,,,
AP026639.1,,,,,,,,,,,,,,,,,,,
AP026638.1,,,,,,,,,,,,,,,,,,,
AP026637.1,,,,,,,,,,,,,,,,,,,
AP026636.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,sat4,,,,,,,,,,
AP026635.1,,,,,,,,,,,,,,,,,,,
AP026634.1,,,,,,,,,,,,,,,,,,,
AP026633.1,,,,,,,,,,,,,,,,,,,
AP026631.1,,,,,,,,,,,,,,,,,,,
AP026630.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,erm(A),,,,,,,,,,,ant(9)-Ia,,,,,
AP026629.1,,,,,,,,,,,,,,,,,,,
AP026627.1,,,,,,,,,,,,,,,,,,,
AP026626.1,,,,,,,,,,,,,,,,,,,
AP026625.1,,,,,,,,,,,,,,,,,,,
AP026624.1,,,,,,,,,,,,,,,,,,,
AP026623.1,,,,,,,,,,,,,,,,,,,
AP026622.1,,,,,,,,,,,,,,,,,,,
AP026621.1,,,erm(B)*,,,,,aph(3')-IIIa,,tet(L),,,,,,,,,
AP026620.1,,,,,,,,,,,,,,,,,,,
AP026619.1,,,,,,,,,,,,,,,,,,,
AP026618.1,"vanB,vanH-B,vanR-B*,vanS-B,vanW-B,vanX-B,vanY-B",ant(6)-Ia^,erm(B)^,,,,,,,,,,,,,,,,
AP026600.1,,,,,,,,,,,,,,,,,,,
AP026599.1,,,,,,,,,,,,,,,,,,,
AP026598.1,,,,,,,,,,,,,,,,,,,
AP026597.1,,,,,,,,,,,,,,,,,,,
AP026596.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,erm(B),,,,,,,,,,,,,,,,
AP026595.1,,,,,,,,,,,,,,,,,,,
AP026594.1,,,,,,,,,,,,,,,,,,,
AP026592.1,,,,,,,,,,,,,,,,,,,
AP026591.1,,,,,,,,,,,,,,,,,,,
AP026590.1,,,,,,,,,,,,,,,,,,,
AP026589.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,erm(B)*,,,,,,,,,,,,,,,,
AP026588.1,,,,,,,,,,,,,,,,,,,
AP026587.1,,,,,,,,,,,,,,,,,,,
AP026585.1,,,,,,,,,,,,,,,,,,,
AP026584.1,,,,,,,,,,,,,,,,,,,
AP026583.1,,,,,,,,,,,,,,,,,,,
AP026582.1,"vanA,vanH-A,vanR-A*,vanS-A*,vanX-A,vanY-A,vanZ-A",,erm(B),,,,,,,,,,,,,,,,
AP026581.1,,,erm(B),,,,,,,tet(M),,,,,dfrF,,,,
AP026580.1,,,,,,,,,,,,,,,,,,,
AP026578.1,,,,,,,,,,,,,,,,,,,
AP026577.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
AP026576.1,,,,,,,,,,,,,,,dfrG,,,,
AP026574.1,,,,,,,,,,,,,,,,,,,
NZ_CP058895.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP058894.1,,,,,,,,,,,,,,,,,,,
NZ_CP058893.1,"vanA,vanH-A,vanH-M,vanM*,vanR-A,vanR-M,vanS-A,vanS-M,vanX-A,vanX-A^",,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_CP058892.1,,,,,,,,,,,,,,,,,,,
NZ_CP091226.1,,,,,,,,,,"tet(L),tet(M)",,,,,,,,,
NZ_CP091225.1,,,poxtA,,,,,,,,,,,,,,,,
NZ_CP091209.1,,,poxtA,,,,,,,,,,,,,,,,
NZ_CP091208.1,,,,,,,,,,"tet(L),tet(S)",,,,,,,,,
NZ_CP091207.1,,,,,,,,,,,,,,,,,,,
NZ_CP091216.1,,,poxtA,,,,,,,"tet(L)*,tet(M)",,,,,,,,,
NZ_CP091215.1,,,,,,,,,,,,,,,,,,,
NZ_CP097026.1,,,,,,,,,,"tet(L),tet(M)",,,,,,,,,
NZ_CP097025.1,,ant(6)-Ia,erm(B),catA,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP097024.1,,,poxtA,,,,,,,,,,,,,,,,
NZ_CP097023.1,,,,,,,,,,,,,,,,,,,
CP063638.1,,,,,,,,,,,,,,,,,,,
CP063637.1,,,,,,,,,,,,,,,,,,,
CP063636.1,,,,,,,,,,,,,,,,,,,
CP063635.1,,,erm(B),,,,,,,,,,,,,,,,
CP063634.1,,,,,,,,,,,,,,,,,,,
CP063632.1,,,,,,,,,,,,,,,,,,,
CP063631.1,,,,,,,,,,,,,,,,,,,
CP063629.1,,,,,,,,,,,,,,,,,,,
CP063628.1,,,erm(B),,,,,,,,,,,,,,,,
CP063627.1,,,,,,,,,,,,,,,,,,,
CP063597.1,,,,,,,,,,,,,,,,,,,
CP063596.1,,,,,,,,,,,,,,,,,,,
CP063595.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
CP063594.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
